Unnamed: 0,text,code,task_id,test_list,Unnamed: 5
546, this   function to find the sum of hamming distances of all consecutive numbers from o to n.,"
function Total_Hamming_Distance(n) {   
    let i = 1;
    let sum = 0;
    while (n / i > 0) {  
        sum += Math.floor(n / i);  
        i *= 2;     
    }
    return sum;
}
",547,"[
    console.assert(Total_Hamming_Distance(4) === 7),
    console.assert(Total_Hamming_Distance(2) === 3),
    console.assert(Total_Hamming_Distance(5) === 8)
]",
547, this function to find the length of the longest increasing subsequence of the given sequence.,"
function longestIncreasingSubsequence(arr) {
    const n = arr.length;
    const longestIncreasingSubsequence = new Array(n).fill(1);
    
    for (let i = 1; i < n; i++) {
        for (let j = 0; j < i; j++) {
            if (arr[i] > arr[j] && longestIncreasingSubsequence[i] < longestIncreasingSubsequence[j] + 1) {
                longestIncreasingSubsequence[i] = longestIncreasingSubsequence[j] + 1;
            }
        }
    }
    
    let maximum = 0;
    for (let i = 0; i < n; i++) {
        maximum = Math.max(maximum, longestIncreasingSubsequence[i]);
    }
    
    return maximum;
}
",548,"[
    console.assert(longestIncreasingSubsequence([10, 22, 9, 33, 21, 50, 41, 60]) === 5),
    console.assert(longestIncreasingSubsequence([3, 10, 2, 1, 20]) === 3),
    console.assert(longestIncreasingSubsequence([50, 3, 10, 7, 40, 80]) === 4)
]",
548, this   function to find the sum of fifth power of first n odd natural numbers.,"function odd_Num_Sum(n) {
    let sm = 0;
    for (let i = 1; i <= n; i++) {
        let j = (2 * i - 1); 
        sm += (j * j * j * j * j); 
    }
    return sm; 
}",549,"
[console.assert(odd_Num_Sum(1) === 1), console.assert(odd_Num_Sum(2) === 244), console.assert(odd_Num_Sum(3) === 3369)]
",
549, this   function to find the maximum element in a sorted and rotated array.,"
function find_Max(arr, low, high) {
    if (high < low) {
        return arr[0];
    }
    if (high === low) {
        return arr[low];
    }
    let mid = low + Math.floor((high - low) / 2);
    if (mid < high && arr[mid + 1] < arr[mid]) {
        return arr[mid];
    }
    if (mid > low && arr[mid] < arr[mid - 1]) {
        return arr[mid - 1];
    }
    if (arr[low] > arr[mid]) {
        return find_Max(arr, low, mid - 1);
    } else {
        return find_Max(arr, mid + 1, high);
    }
}
",550,"
[console.assert(find_Max([2,3,5,6,9], 0, 4) === 9), console.assert(find_Max([3,4,5,2,1], 0, 4) === 5), console.assert(find_Max([1,2,3], 0, 2) === 3)]
",
550, this function to extract a specified column from a given nested list.,"
function extractColumn(list1, n) {
    let result = list1.map(i => {
        return i.splice(n, 1)[0];
    });
    return result;
}
",551,"[console.assert(JSON.stringify(extractColumn([[1, 2, 3], [2, 4, 5], [1, 1, 1]], 0))) === JSON.stringify([1, 2, 1]), console.assert(JSON.stringify(extractColumn([[1, 2, 3], [-2, 4, -5], [1, -1, 1]], 2))) === JSON.stringify([3, -5, 1]), console.assert(JSON.stringify(extractColumn([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]], 0))) === JSON.stringify([1, 5, 1, 13, 5, 9])]",
551, this   function to check whether a given sequence is linear or not.,"
function Seq_Linear(seq_nums) {
    seq_nums = seq_nums.map((num, x) => x === 0 ? 0 : num - seq_nums[x - 1]).slice(1);
    if (new Set(seq_nums).size === 1) {
        return ""Linear Sequence"";
    } else {
        return ""Non Linear Sequence"";
    }
}
",552,"
[console.assert(Seq_Linear([0,2,4,6,8,10]) === ""Linear Sequence""), console.assert(Seq_Linear([1,2,3]) === ""Linear Sequence""), console.assert(Seq_Linear([1,5,2]) === ""Non Linear Sequence"")]
",
552, this function to convert the given tuple to a floating-point number.,"function tupleToFloat(testTup) {
    const res = parseFloat(testTup.join('.'));
    return res;
}",553,"[
    console.assert(tupleToFloat([4, 56]) === 4.56),
    console.assert(tupleToFloat([7, 256]) === 7.256),
    console.assert(tupleToFloat([8, 123]) === 8.123)
]",
553, this   function to find odd numbers from a mixed list.,"
function Split(list) {
    let od_li = [];
    for (let i of list) {
        if (i % 2 !== 0) {
            od_li.push(i);
        }
    }
    return [od_li];
}
",554,"
[console.assert(Split([1,2,3,4,5,6]).toString() === [1,3,5].toString()), console.assert(Split([10,11,12,13]).toString() === [11,13].toString()), console.assert(Split([7,8,9,1]).toString() === [7,9,1].toString())]
",
554, this   function to find the difference between sum of cubes of first n natural numbers and the sum of first n natural numbers.,"
function difference(n) {
    let S = (n * (n + 1)) / 2;
    let res = S * (S - 1);
    return res;
}
",555,"
[console.assert(difference(3) === 30), console.assert(difference(5) === 210), console.assert(difference(2) === 6)]
",
555, this   function to count the pairs with xor as an odd number.,"function find_Odd_Pair(A, N) {
    let oddPair = 0;
    for (let i = 0; i < N; i++) {
        for (let j = i + 1; j < N; j++) {
            if ((A[i] % 2 !== A[j] % 2)) {
                oddPair++;
            }
        }
    }
    return oddPair;
}",556,"[console.assert(find_Odd_Pair([5, 4, 7, 2, 1], 5) === 6),
console.assert(find_Odd_Pair([7, 2, 8, 1, 0, 5, 11], 7) === 12),
console.assert(find_Odd_Pair([1, 2, 3], 3) === 2)]",
556, this function to toggle characters case in a string.,"function toggleString(string) {
    let string1 = string.split('').map(char => 
        char === char.toUpperCase() ? char.toLowerCase() : char.toUpperCase()
    ).join('');
    return string1;
}",557,"
[console.assert(toggleString("" "") === "" ""), console.assert(toggleString(""Pangram"") === ""pANGRAM""), console.assert(toggleString(""LIttLE"") === ""liTTle"")]
",
557, this   function to find the digit distance between two integers.,"
function digitDistanceNums(n1, n2) {
    return Array.from(String(Math.abs(n1 - n2)), Number).reduce((a, b) => a + b, 0);
}
",558,"
[console.assert(digitDistanceNums(1, 2) === 1), console.assert(digitDistanceNums(23, 56) === 6), console.assert(digitDistanceNums(123, 256) === 7)]
",
558, this function to find the largest sum of contiguous subarray in the given array.,"
function maxSubArraySum(a, size) {
  let maxSoFar = 0;
  let maxEndingHere = 0;
  for (let i = 0; i < size; i++) {
    maxEndingHere += a[i];
    if (maxEndingHere < 0) {
      maxEndingHere = 0;
    } else if (maxSoFar < maxEndingHere) {
      maxSoFar = maxEndingHere;
    }
  }
  return maxSoFar;
}
",559,"
[console.assert(maxSubArraySum([-2, -3, 4, -1, -2, 1, 5, -3], 8) === 7), console.assert(maxSubArraySum([-3, -4, 5, -2, -3, 2, 6, -4], 8) === 8), console.assert(maxSubArraySum([-4, -5, 6, -3, -4, 3, 7, -5], 8) === 10)]
",
559, this function to find the union of elements of the given tuples.,"
function unionElements(testTup1, testTup2) {
    let res = [...new Set([...testTup1, ...testTup2])];
    return res;
}
",560,"[console.assert(JSON.stringify(unionElements([3, 4, 5, 6], [5, 7, 4, 10]))) === JSON.stringify([3, 4, 5, 6, 7, 10]), 
 console.assert(JSON.stringify(unionElements([1, 2, 3, 4], [3, 4, 5, 6]))) === JSON.stringify([1, 2, 3, 4, 5, 6]), 
 console.assert(JSON.stringify(unionElements([11, 12, 13, 14], [13, 15, 16, 17]))) === JSON.stringify([11, 12, 13, 14, 15, 16, 17])];",
560," this function to assign with each element, its pair elements from other similar pairs in the given tuple.","
function assignElements(testList) {
    let res = {};
    for (let [key, val] of testList) {
        if (!res[val]) res[val] = [];
        if (!res[key]) res[key] = [];
        res[key].push(val);
    }
    return res;
}
",561,"[console.assert(JSON.stringify(assignElements([[5, 3], [7, 5], [2, 7], [3, 8], [8, 4]])) === JSON.stringify({3: [8], 5: [3], 7: [5], 2: [7], 8: [4], 4: []})), console.assert(JSON.stringify(assignElements([[6, 4], [9, 4], [3, 8], [4, 9], [9, 5]])) === JSON.stringify({4: [9], 6: [4], 9: [4, 5], 8: [], 3: [8], 5: []}))
, console.assert(JSON.stringify(assignElements([[6, 2], [6, 8], [4, 9], [4, 9], [3, 7]])) === JSON.stringify({2: [], 6: [2, 8], 8: [], 9: [], 4: [9, 9], 7: [], 3: [7]}))]",
561, this   function to find the maximum length of sublist.,"
function Find_Max_Length(lst) {  
    const maxLength = Math.max(...lst.map(x => x.length));
    return maxLength;
}
",562,"[
    console.assert(Find_Max_Length([[1],[1,4],[5,6,7,8]]) === 4),
    console.assert(Find_Max_Length([[0,1],[2,2,],[3,2,1]]) === 3),
    console.assert(Find_Max_Length([[7],[22,23],[13,14,15],[10,20,30,40,50]]) === 5)
]",
562, this function to extract values between quotation marks of a string.,"function extractValues(text) {
    return text.match(/""(.*?)""/g).map(val => val.slice(1, -1));
}",563,"[console.assert(JSON.stringify(extractValues('"" "" ""PHP"" ""Java""')) === JSON.stringify(["" "", ""PHP"", ""Java""])),
console.assert(JSON.stringify(extractValues('"" "" ""program"" ""language""')) === JSON.stringify(["" "", ""program"", ""language""])),
console.assert(JSON.stringify(extractValues('""red"" ""blue"" ""green"" ""yellow""')) === JSON.stringify([""red"", ""blue"", ""green"", ""yellow""]))]",
563, this   function to count unequal element pairs from the given array.,"function count_Pairs(arr, n) { 
    let cnt = 0; 
    for (let i = 0; i < n; i++) { 
        for (let j = i + 1; j < n; j++) { 
            if (arr[i] !== arr[j]) { 
                cnt++; 
            } 
        } 
    } 
    return cnt; 
}",564,"[console.assert(count_Pairs([1, 2, 1], 3) === 2, ""Test Case 1 Failed""),
console.assert(count_Pairs([1, 1, 1, 1], 4) === 0, ""Test Case 2 Failed""),
console.assert(count_Pairs([1, 2, 3, 4, 5], 5) === 10, ""Test Case 3 Failed"")]",
564, this   function to split a string into characters.,"function split(word) {
    if (typeof word !== ""string"") {
        throw new TypeError(""The input must be a string"");
    }
    return word.split("""");
}",565,"[    console.assert(split(""python"").toString() === [""p"", ""y"", ""t"", ""h"", ""o"", ""n""].toString(), ""Test Case 1 Failed""),
    console.assert(split(""Name"").toString() === [""N"", ""a"", ""m"", ""e""].toString(), ""Test Case 2 Failed""),
    console.assert(split(""program"").toString() === [""p"", ""r"", ""o"", ""g"", ""r"", ""a"", ""m""].toString(), ""Test Case 3 Failed"")]",
566, this function to check whether a specified list is sorted or not.,"
function issort_list(list1) {
    const result = list1.every((value, index) => index === 0 || value >= list1[index - 1]);
    return result;
}
",567,"[
console.assert(issort_list([1,2,4,6,8,10,12,14,16,17]) === true),
console.assert(issort_list([1, 2, 4, 6, 8, 10, 12, 14, 20, 17]) === false),
console.assert(issort_list([1, 2, 4, 6, 8, 10,15,14,20]) === false)]
",
567, this function to create a list of empty dictionaries.,"function emptyList(length) {
    let emptyList = Array.from({ length: length }, () => ({}));
    return emptyList;
}",568,"[console.assert(emptyList(5).length === 5 && JSON.stringify(emptyList(5))) === JSON.stringify([{}, {}, {}, {}, {}]), 
 console.assert(emptyList(6).length === 6 && JSON.stringify(emptyList(6))) === JSON.stringify([{}, {}, {}, {}, {}, {}]), 
 console.assert(emptyList(7).length === 7 && JSON.stringify(emptyList(7))) === JSON.stringify([{}, {}, {}, {}, {}, {}, {}])];",
569, this function to remove words from a given list of strings containing a character or string.,"function removeWords(list1, charlist) {
    let newList = [];

    for (let line of list1) {
        let words = line.split("" ""); 

        let filteredWords = words.filter(word => 
            !charlist.some(char => word.includes(char))
        );

        newList.push(filteredWords.join("" "")); 
    }
    
    return newList.filter(line => line.trim() !== """");
}",570,"[console.assert(
    JSON.stringify(removeWords([""Red color"", ""Orange#"", ""Green"", ""Orange @"", ""White""], [""#"", ""color"", ""@""])) 
    === JSON.stringify([ 'Red', 'Green', 'Orange', 'White' ])
),
console.assert(
    JSON.stringify(removeWords([""Red &"", ""Orange+"", ""Green"", ""Orange @"", ""White""], [""&"", ""+"", ""@""])) 
    === JSON.stringify([ 'Red', 'Green', 'Orange', 'White' ])
),
console.assert(
    JSON.stringify(removeWords([""Red &"", ""Orange+"", ""Green"", ""Orange @"", ""White""], [""@""])) 
    === JSON.stringify([ 'Red &', 'Orange+', 'Green', 'Orange', 'White' ])
)]",
571, this   function to remove two duplicate numbers from a given number of lists.,"
function twoUniqueNums(nums) {
  return nums.filter(i => nums.indexOf(i) === nums.lastIndexOf(i));
}
",572,"[console.assert(JSON.stringify(twoUniqueNums([1,2,3,2,3,4,5]))) === JSON.stringify([1, 4, 5]), console.assert(JSON.stringify(twoUniqueNums([1,2,3,2,4,5]))) === JSON.stringify([1, 3, 4, 5]), console.assert(JSON.stringify(twoUniqueNums([1,2,3,4,5]))) === JSON.stringify([1, 2, 3, 4, 5])]",
572, this   function to calculate the product of the unique numbers of a given list.,"
function uniqueProduct(listData) {
    const temp = Array.from(new Set(listData));
    let p = 1;
    for (let i of temp) {
        p *= i;
    }
    return p;
}
",573,"[console.assert(uniqueProduct([10, 20, 30, 40, 20, 50, 60, 40]) === 720000000), console.assert(uniqueProduct([1, 2, 3, 1]) === 6), console.assert(uniqueProduct([7, 8, 9, 0, 1, 1]) === 0)]",
573, this function to find the surface area of a cylinder.,"function surfacearea_cylinder(r, h) {
    var surfacearea = (2 * 3.1415 * r * r) + (2 * 3.1415 * r * h);
    return surfacearea;
}",574,"const epsilon = 0.001;
[console.assert(Math.abs(surfacearea_cylinder(10, 5) - 942.45) <= epsilon, ""Test Case 1 Failed""),
console.assert(Math.abs(surfacearea_cylinder(4, 5) - 226.188) <= epsilon, ""Test Case 2 Failed""),
console.assert(Math.abs(surfacearea_cylinder(4, 10) - 351.848) <= epsilon, ""Test Case 3 Failed"")]",
574, this   function to find nth number in a sequence which is not a multiple of a given number.,"
function count_no(A, N, L, R) {
    let count = 0;
    let i;
    for (i = L; i <= R; i++) {
        if (i % A !== 0) {
            count++;
        }
        if (count === N) {
            break;
        }
    }
    return i;
}
",575,"
[console.assert(count_no(2,3,1,10) === 5), console.assert(count_no(3,6,4,20) === 11), console.assert(count_no(5,10,4,20) === 16)]
",
575, this   function to check whether an array is subarray of another or not.,"
function is_Sub_Array(A, B, n, m) {
    let i = 0, j = 0;
    while (i < n && j < m) {
        if (A[i] === B[j]) {
            i++;
            j++;
            if (j === m) {
                return true;
            }
        } else {
            i = i - j + 1;
            j = 0;
        }
    }
    return false;
}
",576,"
[console.assert(is_Sub_Array([1,4,3,5],[1,2],4,2) == false), console.assert(is_Sub_Array([1,2,1],[1,2,1],3,3) == true), console.assert(is_Sub_Array([1,0,2,2],[2,2,0],4,3) == false)]
",
576, this   function to find the last digit in factorial of a given number.,"
function lastDigitFactorial(n) {
    if (n === 0) return 1;
    else if (n <= 2) return n;
    else if (n === 3) return 6;
    else if (n === 4) return 4;
    else return 0;
}
",577,"
[console.assert(lastDigitFactorial(4) === 4), console.assert(lastDigitFactorial(21) === 0), console.assert(lastDigitFactorial(30) === 0)]
",
577, this function to interleave lists of the same length.,"function interleaveLists(list1, list2, list3) {
    let result = [].concat(...list1.map((_, i) => [list1[i], list2[i], list3[i]]));
    return result;
}",578,"[console.assert(JSON.stringify(interleaveLists([1,2,3,4,5,6,7],[10,20,30,40,50,60,70],[100,200,300,400,500,600,700]))) === JSON.stringify([1, 10, 100, 2, 20, 200, 3, 30, 300, 4, 40, 400, 5, 50, 500, 6, 60, 600, 7, 70, 700]),
 console.assert(JSON.stringify(interleaveLists([10,20],[15,2],[5,10]))) === JSON.stringify([10,15,5,20,2,10]), 
 console.assert(JSON.stringify(interleaveLists([11,44], [10,15], [20,5]))) === JSON.stringify([11,10,20,44,15,5])]",
578, this function to find the dissimilar elements in the given two tuples.,"function find_dissimilar(test_tup1, test_tup2) {
    return [...new Set([...test_tup1, ...test_tup2])].filter(x => !test_tup1.includes(x) || !test_tup2.includes(x));
}",579,"[console.assert(JSON.stringify(find_dissimilar([3, 4, 5, 6], [5, 7, 4, 10]).sort()) === JSON.stringify([3, 6, 7, 10].sort()), ""Test case 1 failed""),
console.assert(JSON.stringify(find_dissimilar([1, 2, 3, 4], [7, 2, 3, 9]).sort()) === JSON.stringify([1, 4, 7, 9].sort()), ""Test case 2 failed""),
console.assert(JSON.stringify(find_dissimilar([21, 11, 25, 26], [26, 34, 21, 36]).sort()) === JSON.stringify([34, 36, 11, 25].sort()), ""Test case 3 failed"")]",
579, this function to extract the even elements in the nested mixed tuple.,"function extract_even(testTuple) {
    let res = [];
    for (let ele of testTuple) { 
        if (Array.isArray(ele)) { 
            res.push(...extract_even(ele)); 
        } else if (ele % 2 === 0) { 
            res.push(ele);
        } 
    } 

    return [res]; 
}",580,"[console.assert(JSON.stringify(extract_even([4, 5, [7, 6, [2, 4]], 6, 8]))) === JSON.stringify([4, [6, [2, 4]], 6, 8]), console.assert(JSON.stringify(extract_even([5, 6, [8, 7, [4, 8]], 7, 9]))) === JSON.stringify([6, [8, [4, 8]]]), console.assert(JSON.stringify(extract_even([5, 6, [9, 8, [4, 6]], 8, 10]))) === JSON.stringify([6, [8, [4, 6]], 8, 10])]",
580, this   function to find the surface area of the square pyramid.,"
function surface_Area(b, s) { 
    return 2 * b * s + Math.pow(b, 2); 
}
",581,"
[console.assert(surface_Area(3, 4) === 33), console.assert(surface_Area(4, 5) === 56), console.assert(surface_Area(1, 2) === 5)];
",
581, this function to check if a dictionary is empty or not.,"function myDict(dict1) {
    return dict1.size > 0; 
}",582,"[
    console.assert(myDict(new Set([10])) === false),
    console.assert(myDict(new Set([11])) === false),
    console.assert(myDict(new Set([])) === true)
]",
582, this function for nth catalan number.,"
function catalanNumber(num) {
    if (num <= 1) {
        return 1;
    }
    let resNum = 0;
    for (let i = 0; i < num; i++) {
        resNum += catalanNumber(i) * catalanNumber(num - i - 1);
    }
    return resNum;
}
",583,"[
    console.assert(catalanNumber(10) === 16796),
    console.assert(catalanNumber(9) === 4862),
    console.assert(catalanNumber(7) === 429)
]",
583, this function to find all adverbs and their positions in a given sentence by using regex.,"
function findAdverbs(text) {
    const regex = /\w+ly/g;
    let match;
    while ((match = regex.exec(text)) !== null) {
        return `${match.index}-${regex.lastIndex}: ${match[0]}`;
    }
}
",584,"[
    console.assert(findAdverbs(""Clearly, he has no excuse for such behavior."") === ""0-7: Clearly""),
    console.assert(findAdverbs(""Please handle the situation carefuly"") === ""28-36: carefuly""),
    console.assert(findAdverbs(""Complete the task quickly"") === ""18-25: quickly"")
]",
584, this function to find the n - expensive price items from a given dataset using heap queue algorithm.,"
function expensiveItems(items, n) {
  return items
    .sort((a, b) => b.price - a.price)
    .slice(0, n);
}
",585,"[
    console.assert(JSON.stringify(expensiveItems([{name: ""Item-1"", price: 101.1}, {name: ""Item-2"", price: 555.22}], 1)) === JSON.stringify([{name: ""Item-2"", price: 555.22}])),
    console.assert(JSON.stringify(expensiveItems([{name: ""Item-1"", price: 101.1}, {name: ""Item-2"", price: 555.22}, {name: ""Item-3"", price: 45.09}], 2)) === JSON.stringify([{name: ""Item-2"", price: 555.22}, {name: ""Item-1"", price: 101.1}])),
    console.assert(JSON.stringify(expensiveItems([{name: ""Item-1"", price: 101.1}, {name: ""Item-2"", price: 555.22}, {name: ""Item-3"", price: 45.09}, {name: ""Item-4"", price: 22.75}], 1)) === JSON.stringify([{name: ""Item-2"", price: 555.22}]))
]",
585, this   function to split the array and add the first part to the end.,"
function split_Arr(a, n, k) {
    const b = a.slice(0, k);
    return [a.slice(k).concat(b)];
}
",586,"
[console.assert(split_Arr([12,10,5,6,52,36],6,2).toString() === [5,6,52,36,12,10].toString()), 
 console.assert(split_Arr([1,2,3,4],4,1).toString() === [2,3,4,1].toString()), 
 console.assert(split_Arr([0,1,2,3,4,5,6,7],8,3).toString() === [3,4,5,6,7,0,1,2].toString())]
",
586, this function to convert a list to a tuple.,"function listTuple(listx) {
    const tuplex = Array.from(listx);
    return tuplex;
  }",587,"[
    console.assert(JSON.stringify(listTuple([5, 10, 7, 4, 15, 3])) === JSON.stringify([5, 10, 7, 4, 15, 3])),
    console.assert(JSON.stringify(listTuple([2, 4, 5, 6, 2, 3, 4, 4, 7])) === JSON.stringify([2, 4, 5, 6, 2, 3, 4, 4, 7])),
    console.assert(JSON.stringify(listTuple([58, 44, 56])) === JSON.stringify([58, 44, 56]))
]",
587, this   function to find the difference between largest and smallest value in a given array.,"
function big_diff(nums) {
    let diff = Math.max(...nums) - Math.min(...nums);
    return diff;
}
",588,"[
    console.assert(big_diff([1, 2, 3, 4]) === 3),
    console.assert(big_diff([4, 5, 12]) === 8),
    console.assert(big_diff([9, 2, 3]) === 7)
]",
588, this function to find perfect squares between two given numbers.,"
function perfectSquares(a, b) {
    let lists = [];
    for (let i = a; i <= b; i++) {
        let j = 1;
        while (j * j <= i) {
            if (j * j === i) {
                lists.push(i);
            }
            j++;
        }
    }
    return lists;
}
",589,"
[console.assert(perfectSquares(1, 30).toString() === [1, 4, 9, 16, 25].toString()), console.assert(perfectSquares(50, 100).toString() === [64, 81, 100].toString()), console.assert(perfectSquares(100, 200).toString() === [100, 121, 144, 169, 196].toString())]
",
589, this function to convert polar coordinates to rectangular coordinates.,"function polarRect(x, y) {
    const cn = Math.sqrt(x * x + y * y); 
    const angle = Math.atan2(y, x); 
    const cn1 = { 
        real: x, 
        imag: y 
    };

    return [cn, angle, cn1];
}",590,"[console.assert(polarRect(3, 4)[0] === 5.0 && Math.abs(polarRect(3, 4)[1] - 0.9272952180016122) < 1e-9 && JSON.stringify(polarRect(3, 4)[2]) === '{""real"":3,""imag"":4}'),
console.assert(polarRect(4, 7)[0] === 8.06225774829855 && Math.abs(polarRect(4, 7)[1] - 1.0516502125483738) < 1e-9 && JSON.stringify(polarRect(4, 7)[2]) === '{""real"":4,""imag"":7}'),
console.assert(polarRect(15, 17)[0] === 22.67156809750927 && Math.abs(polarRect(15, 17)[1] - 0.8478169733934057) < 1e-9 && JSON.stringify(polarRect(15, 17)[2]) === '{""real"":15,""imag"":17}')]",
590, this   function to interchange the first and last elements in a list.,"
function swap_List(newList) { 
    var size = newList.length; 
    var temp = newList[0]; 
    newList[0] = newList[size - 1]; 
    newList[size - 1] = temp;  
    return newList; 
}
",591,"[
    console.assert(swap_List([12, 35, 9, 56, 24]).toString() === [24, 35, 9, 56, 12].toString()),
    console.assert(swap_List([1, 2, 3]).toString() === [3, 2, 1].toString()),
    console.assert(swap_List([4, 5, 6]).toString() === [6, 5, 4].toString())
]",
591, this   function to find sum of product of binomial co-efficients.,"function sumOfProduct(n) {
    let C = new Array(n).fill(0); 
    C[0] = 1; 
    for (let i = 1; i <= 2 * n; i++) {  
        for (let j = Math.min(i, n - 1); j > 0; j--) { 
            C[j] = C[j] + C[j - 1]; 
        } 
    } 

    return C[n - 1]; 
}",592,"
[console.assert(sumOfProduct(3) === 15), console.assert(sumOfProduct(4) === 56), console.assert(sumOfProduct(1) === 1)]
",
592, this function to remove leading zeroes from an ip address.,"function removezero_ip(ip) {
    return ip.split('.').map(num => parseInt(num, 10)).join('.');
}",593,"[console.assert(removezero_ip(""216.08.094.196"") === ""216.8.94.196""),
console.assert(removezero_ip(""12.01.024"") === ""12.1.24""),
console.assert(removezero_ip(""216.08.094.0196"") === ""216.8.94.196"")]",
593, this function to find the difference of first even and odd number of a given list.,"
function diffEvenOdd(list1) {
    const firstEven = list1.find(el => el % 2 === 0) || -1;
    const firstOdd = list1.find(el => el % 2 !== 0) || -1;
    return (firstEven - firstOdd);
}
",594,"
[console.assert(diffEvenOdd([1,3,5,7,4,1,6,8]) === 3), console.assert(diffEvenOdd([1,2,3,4,5,6,7,8,9,10]) === 1), console.assert(diffEvenOdd([1,5,7,9,10]) === 9)]
",
594, this   function to count minimum number of swaps required to convert one binary string to another.,"
function minSwaps(str1, str2) {
    let count = 0;
    for (let i = 0; i < str1.length; i++) {
        if (str1[i] !== str2[i]) {
            count++;
        }
    }
    if (count % 2 === 0) {
        return Math.floor(count / 2);
    } else {
        return ""Not Possible"";
    }
}
",595,"
[console.assert(minSwaps(""1101"", ""1110"") === 1), console.assert(minSwaps(""111"", ""000"") === ""Not Possible""), console.assert(minSwaps(""111"", ""110"") === ""Not Possible"")]
",
596, this function to find kth element from the given two sorted arrays.,"
function find_kth(arr1, arr2, m, n, k) {
    let sorted1 = new Array(m + n).fill(0);
    let i = 0;
    let j = 0;
    let d = 0;

    while (i < m && j < n) {
        if (arr1[i] < arr2[j]) {
            sorted1[d] = arr1[i];
            i++;
        } else {
            sorted1[d] = arr2[j];
            j++;
        }
        d++;
    }
    while (i < m) {
        sorted1[d] = arr1[i];
        d++;
        i++;
    }
    while (j < n) {
        sorted1[d] = arr2[j];
        d++;
        j++;
    }
    return sorted1[k - 1];
}
",597,"
[console.assert(find_kth([2, 3, 6, 7, 9], [1, 4, 8, 10], 5, 4, 5) === 6), console.assert(find_kth([100, 112, 256, 349, 770], [72, 86, 113, 119, 265, 445, 892], 5, 7, 7) === 256), console.assert(find_kth([3, 4, 7, 8, 10], [2, 5, 9, 11], 5, 4, 6) === 8)]
",
597, this function to check whether the given number is armstrong or not.,"
function armstrongNumber(number) {
    let sum = 0;
    let times = 0;
    let temp = number;
    
    while (temp > 0) {
        times += 1;
        temp = Math.floor(temp / 10);
    }
    
    temp = number;
    
    while (temp > 0) {
        let reminder = temp % 10;
        sum += Math.pow(reminder, times);
        temp = Math.floor(temp / 10);
    }
    
    return number === sum;
}
",598,"[
    console.assert(armstrongNumber(153) === true),
    console.assert(armstrongNumber(259) === false),
    console.assert(armstrongNumber(4458) === false)
]",
598, this function to find sum and average of first n natural numbers.,"
function sumAverage(number) {
    let total = 0;
    for (let value = 1; value <= number; value++) {
        total += value;
    }
    let average = total / number;
    return [total, average];
}
",599,"
[console.assert(sumAverage(10)[0] === 55 && sumAverage(10)[1] === 5.5), console.assert(sumAverage(15)[0] === 120 && sumAverage(15)[1] === 8.0), console.assert(sumAverage(20)[0] === 210 && sumAverage(20)[1] === 10.5)];
",
600, this function to find the longest chain which can be formed from the given set of pairs.,"
class Pair {
    constructor(a, b) {
        this.a = a;
        this.b = b;
    }
}

function maxChainLength(arr, n) {
    let max = 0;
    let mcl = new Array(n).fill(1);
    
    for (let i = 1; i < n; i++) {
        for (let j = 0; j < i; j++) {
            if (arr[i].a > arr[j].b && mcl[i] < mcl[j] + 1) {
                mcl[i] = mcl[j] + 1;
            }
        }
    }
    
    for (let i = 0; i < n; i++) {
        if (max < mcl[i]) {
            max = mcl[i];
        }
    }
    
    return max;
}
",601,"
[console.assert(maxChainLength([new Pair(5, 24), new Pair(15, 25), new Pair(27, 40), new Pair(50, 60)], 4) === 3), 
 console.assert(maxChainLength([new Pair(1, 2), new Pair(3, 4), new Pair(5, 6), new Pair(7, 8)], 4) === 4), 
 console.assert(maxChainLength([new Pair(19, 10), new Pair(11, 12), new Pair(13, 14), new Pair(15, 16), new Pair(31, 54)], 5) === 5)]
",
602, this function to get a lucid number smaller than or equal to n.,"
function getLudic(n) {
    let ludics = [];
    for (let i = 1; i <= n; i++) {
        ludics.push(i);
    }
    let index = 1;
    while (index !== ludics.length) {
        let firstLudic = ludics[index];
        let removeIndex = index + firstLudic;
        while (removeIndex < ludics.length) {
            ludics.splice(removeIndex, 1);
            removeIndex = removeIndex + firstLudic - 1;
        }
        index++;
    }
    return ludics;
}
",603,"
[console.assert(getLudic(10).toString() === [1, 2, 3, 5, 7].toString()), console.assert(getLudic(25).toString() === [1, 2, 3, 5, 7, 11, 13, 17, 23, 25].toString()), console.assert(getLudic(45).toString() === [1, 2, 3, 5, 7, 11, 13, 17, 23, 25, 29, 37, 41, 43].toString())];
",
604, this function to check if the given integer is a prime number.,"
function primeNum(num) {
    if (num >= 1) {
        for (let i = 2; i <= num / 2; i++) {
            if (num % i === 0) {
                return false;
            }
        }
        return true;
    } else {
        return false;
    }
}
",605,"
[console.assert(primeNum(13) === true), console.assert(primeNum(7) === true), console.assert(primeNum(-1010) === false)]
",
605, this function to convert degrees to radians.,"
function radian_degree(degree) {
    const radian = degree * (Math.PI / 180);
    return radian;
}
",606,"
[console.assert(radian_degree(90) === 1.5707963267948966), console.assert(radian_degree(60) === 1.0471975511965976), console.assert(radian_degree(120) === 2.0943951023931953)]
",
